Date,PercentOfBaseline,Country,AirportName,State
8/4/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
8/5/2020,97,United States of America (the),Daniel K. Inouye International ,Hawaii
8/6/2020,97,United States of America (the),Daniel K. Inouye International ,Hawaii
8/7/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
8/8/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
8/9/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
8/10/2020,87,United States of America (the),Daniel K. Inouye International ,Hawaii
8/11/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
8/12/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
8/13/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
8/14/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
8/15/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
8/16/2020,87,United States of America (the),Daniel K. Inouye International ,Hawaii
8/18/2020,99,United States of America (the),Daniel K. Inouye International ,Hawaii
8/19/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
8/20/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
8/21/2020,68,United States of America (the),Daniel K. Inouye International ,Hawaii
8/22/2020,80,United States of America (the),Daniel K. Inouye International ,Hawaii
8/23/2020,81,United States of America (the),Daniel K. Inouye International ,Hawaii
8/24/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
8/25/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
8/26/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
8/27/2020,95,United States of America (the),Daniel K. Inouye International ,Hawaii
8/28/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
8/29/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
8/30/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
8/31/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
9/1/2020,79,United States of America (the),Daniel K. Inouye International ,Hawaii
9/2/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
9/3/2020,93,United States of America (the),Daniel K. Inouye International ,Hawaii
9/4/2020,73,United States of America (the),Daniel K. Inouye International ,Hawaii
9/5/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
9/6/2020,97,United States of America (the),Daniel K. Inouye International ,Hawaii
9/7/2020,50,United States of America (the),Daniel K. Inouye International ,Hawaii
9/8/2020,65,United States of America (the),Daniel K. Inouye International ,Hawaii
9/9/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
9/10/2020,87,United States of America (the),Daniel K. Inouye International ,Hawaii
9/11/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
9/12/2020,83,United States of America (the),Daniel K. Inouye International ,Hawaii
9/13/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
9/14/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
9/15/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
9/16/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
9/17/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
9/18/2020,85,United States of America (the),Daniel K. Inouye International ,Hawaii
9/19/2020,79,United States of America (the),Daniel K. Inouye International ,Hawaii
9/20/2020,89,United States of America (the),Daniel K. Inouye International ,Hawaii
9/21/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
9/22/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
9/23/2020,76,United States of America (the),Daniel K. Inouye International ,Hawaii
9/24/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
9/25/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
9/26/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
9/27/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
9/28/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
9/29/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
9/30/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
10/1/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
10/2/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
10/3/2020,98,United States of America (the),Daniel K. Inouye International ,Hawaii
10/4/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
10/5/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
10/6/2020,91,United States of America (the),Daniel K. Inouye International ,Hawaii
10/7/2020,92,United States of America (the),Daniel K. Inouye International ,Hawaii
10/8/2020,100,United States of America (the),Daniel K. Inouye International ,Hawaii
10/9/2020,94,United States of America (the),Daniel K. Inouye International ,Hawaii
10/10/2020,84,United States of America (the),Daniel K. Inouye International ,Hawaii
10/11/2020,82,United States of America (the),Daniel K. Inouye International ,Hawaii
10/12/2020,86,United States of America (the),Daniel K. Inouye International ,Hawaii
10/13/2020,90,United States of America (the),Daniel K. Inouye International ,Hawaii
10/14/2020,80,United States of America (the),Daniel K. Inouye International ,Hawaii
10/15/2020,77,United States of America (the),Daniel K. Inouye International ,Hawaii
10/16/2020,88,United States of America (the),Daniel K. Inouye International ,Hawaii
3/16/2020,94,United States of America (the),Denver International,Colorado
3/17/2020,88,United States of America (the),Denver International,Colorado
3/18/2020,81,United States of America (the),Denver International,Colorado
3/19/2020,59,United States of America (the),Denver International,Colorado
3/20/2020,60,United States of America (the),Denver International,Colorado
3/21/2020,74,United States of America (the),Denver International,Colorado
3/22/2020,54,United States of America (the),Denver International,Colorado
3/23/2020,67,United States of America (the),Denver International,Colorado
3/24/2020,68,United States of America (the),Denver International,Colorado
3/25/2020,67,United States of America (the),Denver International,Colorado
3/26/2020,65,United States of America (the),Denver International,Colorado
3/27/2020,66,United States of America (the),Denver International,Colorado
3/28/2020,60,United States of America (the),Denver International,Colorado
3/29/2020,52,United States of America (the),Denver International,Colorado
3/30/2020,55,United States of America (the),Denver International,Colorado
3/31/2020,59,United States of America (the),Denver International,Colorado
4/1/2020,56,United States of America (the),Denver International,Colorado
4/2/2020,48,United States of America (the),Denver International,Colorado
4/3/2020,49,United States of America (the),Denver International,Colorado
4/4/2020,39,United States of America (the),Denver International,Colorado
4/5/2020,30,United States of America (the),Denver International,Colorado
4/6/2020,46,United States of America (the),Denver International,Colorado
4/7/2020,48,United States of America (the),Denver International,Colorado
4/8/2020,54,United States of America (the),Denver International,Colorado
4/9/2020,45,United States of America (the),Denver International,Colorado
4/10/2020,45,United States of America (the),Denver International,Colorado
4/11/2020,27,United States of America (the),Denver International,Colorado
4/12/2020,15,United States of America (the),Denver International,Colorado
4/13/2020,33,United States of America (the),Denver International,Colorado
4/14/2020,38,United States of America (the),Denver International,Colorado
4/15/2020,50,United States of America (the),Denver International,Colorado
4/16/2020,31,United States of America (the),Denver International,Colorado
4/17/2020,43,United States of America (the),Denver International,Colorado
4/18/2020,32,United States of America (the),Denver International,Colorado
4/19/2020,13,United States of America (the),Denver International,Colorado
4/20/2020,31,United States of America (the),Denver International,Colorado
4/21/2020,31,United States of America (the),Denver International,Colorado
4/22/2020,49,United States of America (the),Denver International,Colorado
4/23/2020,39,United States of America (the),Denver International,Colorado
4/24/2020,41,United States of America (the),Denver International,Colorado
4/25/2020,24,United States of America (the),Denver International,Colorado
4/26/2020,12,United States of America (the),Denver International,Colorado
4/27/2020,44,United States of America (the),Denver International,Colorado
4/28/2020,48,United States of America (the),Denver International,Colorado
4/29/2020,51,United States of America (the),Denver International,Colorado
4/30/2020,47,United States of America (the),Denver International,Colorado
5/1/2020,46,United States of America (the),Denver International,Colorado
5/2/2020,36,United States of America (the),Denver International,Colorado
5/3/2020,20,United States of America (the),Denver International,Colorado
5/4/2020,49,United States of America (the),Denver International,Colorado
5/5/2020,44,United States of America (the),Denver International,Colorado
5/6/2020,51,United States of America (the),Denver International,Colorado
5/7/2020,48,United States of America (the),Denver International,Colorado
5/8/2020,49,United States of America (the),Denver International,Colorado
5/9/2020,33,United States of America (the),Denver International,Colorado
5/10/2020,21,United States of America (the),Denver International,Colorado
5/11/2020,44,United States of America (the),Denver International,Colorado
5/12/2020,46,United States of America (the),Denver International,Colorado
5/13/2020,51,United States of America (the),Denver International,Colorado
5/14/2020,51,United States of America (the),Denver International,Colorado
5/15/2020,52,United States of America (the),Denver International,Colorado
5/16/2020,34,United States of America (the),Denver International,Colorado
5/17/2020,21,United States of America (the),Denver International,Colorado
5/18/2020,45,United States of America (the),Denver International,Colorado
5/19/2020,48,United States of America (the),Denver International,Colorado
5/20/2020,57,United States of America (the),Denver International,Colorado
